Id,Predicted
7452475,1.7295760612469167
7071865,1.7476259944960475
9302616,1.8148882121313363
7562317,1.8082810940686613
5940084,1.0103143337983056
9586548,1.608852531760931
2943410,1.8193944059312344
9617317,1.7954770440701395
2280114,1.7912562496494502
7138022,1.5101071659009904
2331237,1.8191458091605455
7698192,1.7749705966562033
8897454,1.5192312030121684
9972585,1.7923099098261446
2477543,1.7917749935295433
4041492,1.0520524031089735
7837501,1.8204775585327297
5351394,1.7593866190873086
7341785,1.8033512972760946
2155375,1.7177220187149942
2161265,1.7935620152857155
9958558,1.7839726614765823
2413326,1.7139246850274503
5774192,1.7674749840516597
6564612,1.7705470020882785
4245487,1.7980831754393876
6868720,1.7294232645072043
5330019,1.8084490061737597
3689569,1.7906576315872371
2497372,1.8021070521790534
4447232,1.010465470564668
8475804,1.0099266179386177
1161299,1.8185045255813748
8687889,1.7896417861338705
6599921,1.8162150573916733
9482384,1.5820945426821709
1237586,1.7715672045014799
4945433,1.8110836893320084
6980721,1.821391886100173
8562768,1.7790151832159609
9879364,1.7311531051527709
8556360,1.0104163507494377
8042027,1.771719634765759
5480332,1.7944671083241701
6855266,1.8100477843545377
3966159,1.8022060364019126
9946972,1.7762584071606398
9374984,1.8095338065177202
7464103,1.7823060057125986
5456407,1.5945352921262383
3146024,1.667195086600259
8737964,1.8214186108671129
2076518,1.0099849575053668
6428828,1.7931320443749428
5470184,1.0105211124900961
7703838,1.7920653296168894
9981103,1.8143101518508047
6695332,1.8042465467005968
6667335,1.6523825121112168
7515511,1.8018511461559683
7064800,1.6300839653704315
3306032,1.0104551431868458
2401695,1.014394175635971
8726311,1.775925090070814
3040508,1.80868701916188
4546032,1.8103476790711284
1383977,1.466966278734617
7812755,1.81879677134566
8496237,1.4327083372045308
8874192,1.751430089585483
5932645,1.8195672158617526
7128436,1.8255443188827485
3677070,1.8350699399597943
9919938,1.8444113824516535
4487218,1.6034987897146493
8273392,1.790871912613511
8256824,1.7739781949203461
7060222,1.626814552117139
9409976,1.8013418188784271
3261833,1.1115831366041675
2075338,1.6437370663043112
6619416,1.7881787410005927
5560751,1.502930058632046
9711327,1.8110922023188323
3634999,1.8182564296294004
5928635,1.7797701198142022
9811498,1.0097325588321837
1052022,1.7776147685945034
9039662,1.0102289248461602
1016681,1.7975937209557742
1527506,1.7913597007282078
8221997,1.7869259978178889
6272916,1.8025174476206303
6980832,1.6793369923252612
3590131,1.8085828833281994
5651767,1.7976354928687215
1241757,1.7781271270941943
6622069,1.7301267033908516
7753239,1.816048176959157
5903612,1.7089785991702229
5905139,1.7871420315932482
9060214,1.7506890310905874
3676297,1.775343638844788
3857616,1.816590030444786
7203514,1.794802107848227
2703407,1.633145639905706
3463842,1.8074941753875464
2969404,1.775496045826003
9097479,1.5400555001106113
7362707,1.0162309347942937
3502454,1.5970904275309294
2060968,1.7653751287143677
7623344,1.784836758626625
7185944,1.781454991782084
6060911,1.8097878233529627
1619874,1.7173884250223637
7709597,1.0104773450948414
3186377,1.0534947011474287
5510103,1.5672824282664806
1248091,1.8032620374578983
3717997,1.8071814940776676
3585028,1.7905100958887488
1882477,1.7991061140783131
3802349,1.698267333675176
7887227,1.7981082035694271
5304465,1.786400547483936
1728025,1.8222449778113514
5033848,1.6368773067370057
4654896,1.814605514286086
2028630,1.8217341578565538
8070650,1.8165010770317167
5823957,1.7330808907281607
9305561,1.7487298652995378
5536098,1.8057548264041543
6001469,1.02848827168782
1535667,1.6898944862186909
9661057,1.8115976916160434
9657215,1.8006079061888158
5227838,1.7998498110100627
7388128,1.6297654435038567
6807954,1.7704121235292405
1524169,1.7913545288611203
7803126,1.806279969168827
1891609,1.7897704625502229
3236327,1.009534766411889
7929387,1.8009379995055497
7283725,1.632975070970133
7590161,1.0102567373251077
1408897,1.7615502681583166
7736015,1.790700983721763
7011183,1.8203061486128718
6779530,1.7462222932372242
3895462,1.8070228276774287
3947441,1.7965421937406063
4318520,1.7880966707598418
5019434,1.0103233853042184
7958985,1.8061877815052867
7331487,1.8062167384196073
2386101,1.8026525389868766
6925441,1.7954802862368524
6004588,1.7671850170008838
5539861,1.7131195219699293
4163162,1.7264751219190657
3064421,1.0105515512259444
9731216,1.8284156234003603
3199959,1.0102015709144325
5992160,1.789050132036209
5295778,1.759402765892446
1773067,1.737824438372627
9191289,1.792061293963343
1886486,1.8097019945271313
6079346,1.6715219484176487
4111131,1.7861134151462466
2929845,1.8805266157723963
5052527,1.7976338653825223
5884667,1.8046128936111927
3944122,1.684270026627928
8472618,1.6538849433418363
3632867,1.8197205488104373
8641692,1.78919793269597
4742705,1.010138487612494
9702850,1.8029523505829275
2679287,1.807005614740774
3250813,1.588042617077008
5704361,1.79676767392084
6339778,1.8083799686282873
3033142,1.8061634504701942
8043868,1.695296162739396
7334375,1.7680261777713895
1007209,1.7820969545282423
5929130,1.7293602633289993
3167631,1.7820347636006773
5951817,1.7820261954329908
7842103,1.7761632078327239
3257020,1.7912449571304023
