cluster_num,cluster_num_intensities_avg,cluster_peak_intensities_avg,cluster_x_avg,cluster_y_avg
50.0,6.68,14.92,513.46,475.32
104.0,5.6923076923076925,11.375,536.2019230769231,473.7980769230769
71.0,5.605633802816901,11.56338028169014,464.9718309859155,513.7464788732394
49.0,8.428571428571429,22.612244897959183,417.2857142857143,564.5714285714286
169.0,3.2840236686390534,6.621301775147929,462.2248520710059,509.2307692307692
51.0,10.450980392156863,26.92156862745098,590.9215686274509,492.3529411764706
2216.0,3.131317689530686,196.49819494584838,433.56949458483757,468.8285198555957
66.0,6.409090909090909,15.045454545454545,450.25757575757575,427.469696969697
73732.0,2.120314110562578,17.66188357836489,498.6154993761189,497.12820756252376
35.0,6.257142857142857,14.17142857142857,540.7714285714286,514.9428571428572
47.0,10.72340425531915,28.638297872340427,502.74468085106383,465.531914893617
198.0,3.5555555555555554,8.964646464646465,528.5808080808081,539.8787878787879
907.0,1.750826901874311,10.95148842337376,756.9911797133407,414.6152149944873
45.0,10.777777777777779,26.333333333333332,434.84444444444443,490.8222222222222
40.0,5.55,10.55,487.975,406.575
165.0,4.593939393939394,9.266666666666667,512.9575757575758,524.0666666666667
51.0,8.745098039215685,24.686274509803923,630.6274509803922,508.5882352941176
128.0,6.796875,15.1640625,496.796875,513.4609375
61.0,7.622950819672131,17.852459016393443,529.7213114754098,492.88524590163934
297.0,2.2525252525252526,3.5757575757575757,400.3097643097643,585.7811447811448
6998.0,2.917976564732781,185.74778508145184,330.1431837667905,519.0490140040012
52.0,8.807692307692308,20.403846153846153,406.38461538461536,501.09615384615387
64.0,9.5,27.8125,478.21875,454.265625
56.0,7.517857142857143,18.035714285714285,507.64285714285717,457.42857142857144
29992.0,1.0186716457722058,3.050113363563617,453.5872566017605,514.5843558282209
77.0,8.792207792207792,24.844155844155843,485.68831168831167,471.16883116883116
11403.0,6.341050600719109,180.6129088836271,462.00324476015084,469.62983425414365
44.0,9.795454545454545,26.295454545454547,555.0681818181819,469.47727272727275
66.0,5.696969696969697,10.393939393939394,491.3484848484849,507.0151515151515
73.0,6.794520547945205,12.452054794520548,482.09589041095893,536.5616438356165
97.0,5.597938144329897,15.360824742268042,536.3092783505155,462.87628865979383
71.0,8.056338028169014,21.591549295774648,431.23943661971833,511.0845070422535
55.0,7.163636363636364,18.21818181818182,584.290909090909,506.76363636363635
66.0,7.454545454545454,17.696969696969695,504.09090909090907,469.04545454545456
80.0,4.75,12.5,504.95,483.3
77.0,5.636363636363637,12.2987012987013,535.0,515.4025974025974
57.0,8.12280701754386,22.0,535.2280701754386,500.57894736842104
1807.0,1.2335362479247372,232.2600996126176,511.99114554510237,364.5196458218041
435.0,2.781609195402299,4.089655172413793,484.08045977011494,522.5931034482759
49.0,6.530612244897959,21.387755102040817,492.6938775510204,553.3061224489796
74.0,7.081081081081081,16.783783783783782,536.4324324324324,524.1756756756756
87.0,6.149425287356322,13.080459770114942,492.28735632183907,530.6896551724138
60.0,7.833333333333333,19.966666666666665,539.2166666666667,445.53333333333336
50.0,10.0,23.58,418.7,520.26
63.0,8.587301587301587,22.841269841269842,497.57142857142856,535.2857142857143
76.0,6.881578947368421,16.13157894736842,555.6842105263158,469.7631578947368
295.0,4.566101694915254,9.152542372881356,478.2,483.06101694915253
60.0,4.516666666666667,8.716666666666667,557.8,480.03333333333336
54.0,8.222222222222221,18.38888888888889,548.2222222222222,504.48148148148147
45.0,9.555555555555555,25.711111111111112,491.0888888888889,531.1333333333333
63.0,7.174603174603175,17.095238095238095,513.2063492063492,514.1746031746031
57.0,7.052631578947368,14.456140350877194,542.578947368421,525.8070175438596
83.0,5.0843373493975905,10.36144578313253,470.68674698795184,481.2048192771084
69.0,8.101449275362318,16.28985507246377,560.3333333333334,486.5652173913044
59.0,5.4576271186440675,10.203389830508474,507.08474576271186,456.93220338983053
211.0,2.8483412322274884,7.644549763033176,501.81990521327015,514.0473933649289
105.0,4.019047619047619,8.219047619047618,511.9238095238095,530.5238095238095
47.0,5.361702127659575,12.02127659574468,532.8297872340426,485.3404255319149
54.0,5.203703703703703,10.907407407407407,515.2407407407408,520.7222222222222
54.0,6.277777777777778,14.944444444444445,489.98148148148147,481.31481481481484
640.0,2.740625,145.4828125,359.8125,540.4078125
60.0,10.216666666666667,27.133333333333333,473.65,442.3333333333333
50.0,7.66,16.92,544.52,595.34
71.0,7.549295774647887,19.591549295774648,494.5774647887324,465.7323943661972
49.0,7.673469387755102,16.26530612244898,581.6326530612245,481.0612244897959
42.0,7.119047619047619,16.666666666666668,529.6666666666666,534.6190476190476
66.0,7.575757575757576,19.015151515151516,488.6060606060606,538.2727272727273
85.0,5.270588235294118,10.211764705882352,546.4823529411765,479.11764705882354
54.0,9.481481481481481,27.574074074074073,505.037037037037,517.5925925925926
71.0,6.464788732394366,14.492957746478874,462.4788732394366,484.46478873239437
89.0,5.0,13.51685393258427,505.19101123595505,510.30337078651684
90.0,4.888888888888889,11.38888888888889,485.24444444444447,522.1666666666666
58.0,6.293103448275862,15.827586206896552,550.8103448275862,493.58620689655174
70.0,10.085714285714285,27.057142857142857,443.14285714285717,513.5571428571428
92.0,5.5978260869565215,15.619565217391305,480.75,504.9130434782609
80.0,5.4125,16.8625,486.1,502.875
55.0,6.290909090909091,13.054545454545455,481.6363636363636,552.3272727272728
86.0,6.686046511627907,12.918604651162791,484.7325581395349,479.8139534883721
43.0,10.86046511627907,27.41860465116279,537.046511627907,506.4186046511628
92.0,5.021739130434782,12.684782608695652,459.5978260869565,540.3695652173913
79.0,8.025316455696203,16.759493670886076,533.9113924050633,496.55696202531647
62.0,7.080645161290323,15.693548387096774,454.93548387096774,485.69354838709677
61.0,10.819672131147541,27.262295081967213,474.91803278688525,503.0983606557377
58.0,5.724137931034483,12.206896551724139,508.2586206896552,508.05172413793105
43.0,8.0,16.348837209302324,459.95348837209303,527.5813953488372
150.0,3.933333333333333,8.126666666666667,509.36,519.1533333333333
89.0,6.393258426966292,15.134831460674157,512.0112359550562,519.3370786516854
119.0,4.663865546218488,9.823529411764707,507.8235294117647,507.06722689075633
69.0,8.826086956521738,22.057971014492754,491.3478260869565,483.72463768115944
526.0,5.901140684410646,145.71863117870723,399.4771863117871,507.2357414448669
63.0,5.714285714285714,14.666666666666666,524.3015873015873,519.4126984126984
54.0,7.0,16.203703703703702,508.05555555555554,519.2407407407408
37.0,8.378378378378379,17.594594594594593,444.2972972972973,496.43243243243245
12278.0,6.954308519302818,185.7111093011891,475.59105717543576,491.3927349731227
96.0,3.875,7.96875,494.5520833333333,447.0520833333333
202.0,3.50990099009901,9.014851485148515,532.8118811881188,511.36138613861385
158.0,3.367088607594937,6.677215189873418,501.1645569620253,508.10759493670884
63.0,5.825396825396825,13.19047619047619,573.7777777777778,537.952380952381
54089.0,1.0088742627891067,2.025254672854,497.73366118804194,494.96418865203646
189.0,2.804232804232804,5.037037037037037,479.037037037037,522.6031746031746
66.0,7.151515151515151,22.318181818181817,537.0,511.2878787878788
55.0,8.945454545454545,26.2,465.2181818181818,485.3090909090909
202.0,3.792079207920792,9.292079207920793,501.4504950495049,507.1039603960396
400.0,2.0875,2.9675,525.9075,557.4275
61.0,11.885245901639344,33.0,507.5081967213115,516.8852459016393
48.0,9.541666666666666,22.9375,426.7083333333333,481.5625
65.0,10.661538461538461,29.415384615384614,515.0461538461539,443.0153846153846
86.0,6.906976744186046,18.430232558139537,493.27906976744185,500.6511627906977
70.0,6.2,12.9,505.34285714285716,513.4142857142857
59.0,6.440677966101695,17.661016949152543,527.0508474576271,455.52542372881356
61.0,9.868852459016393,23.770491803278688,507.8360655737705,517.9180327868852
137.0,4.094890510948905,9.642335766423358,494.37226277372264,515.5547445255474
567.0,4.867724867724868,212.78659611992944,409.4779541446208,315.51851851851853
41.0,8.78048780487805,20.70731707317073,515.6585365853658,572.5853658536586
64.0,8.921875,21.578125,553.5,531.09375
73065.0,2.341312529939095,25.92947375624444,500.5049476493533,498.32316430575514
979.0,1.637385086823289,248.83554647599593,436.40040858018386,365.8682328907048
55.0,5.0181818181818185,9.10909090909091,515.9454545454546,436.1636363636364
590.0,3.194915254237288,145.9135593220339,290.95762711864404,373.60677966101696
62.0,7.693548387096774,19.93548387096774,500.03225806451616,563.9032258064516
53.0,5.60377358490566,10.584905660377359,585.2830188679245,527.2830188679245
62.0,8.580645161290322,20.79032258064516,471.56451612903226,480.11290322580646
67.0,9.074626865671641,22.70149253731343,514.4328358208955,459.7761194029851
65.0,7.2,20.215384615384615,474.6,500.0769230769231
130.0,3.7,7.661538461538462,500.81538461538463,468.5923076923077
96.0,4.145833333333333,8.125,473.84375,490.9166666666667
65.0,10.6,25.184615384615384,483.7846153846154,517.0461538461539
148.0,4.344594594594595,11.263513513513514,434.61486486486484,508.47297297297297
54.0,11.62962962962963,32.925925925925924,554.9629629629629,460.44444444444446
107.0,4.074766355140187,9.626168224299066,488.13084112149534,485.9906542056075
60.0,6.716666666666667,18.5,510.25,520.8
74.0,8.04054054054054,25.094594594594593,540.1081081081081,491.2162162162162
52.0,9.365384615384615,21.673076923076923,466.65384615384613,548.8269230769231
65.0,6.969230769230769,16.723076923076924,489.75384615384615,541.0307692307692
61.0,5.950819672131147,13.278688524590164,483.8524590163934,453.88524590163934
2286.0,1.1762904636920386,3.335958005249344,553.0424321959755,577.6010498687664
58.0,6.9655172413793105,15.827586206896552,524.9655172413793,444.36206896551727
64.0,10.09375,25.9375,509.0,492.34375
56.0,7.107142857142857,19.232142857142858,494.375,556.0357142857143
126.0,4.587301587301587,9.142857142857142,516.0555555555555,507.91269841269843
105.0,4.980952380952381,9.771428571428572,522.7904761904762,524.0666666666667
108.0,5.037037037037037,11.231481481481481,498.3888888888889,501.75
189.0,3.1904761904761907,8.65079365079365,514.3650793650794,497.7989417989418
50.0,8.52,18.72,441.4,462.48
100.0,4.37,7.67,537.56,519.23
63.0,5.761904761904762,12.825396825396826,513.0793650793651,465.0952380952381
63.0,9.73015873015873,25.793650793650794,501.23809523809524,541.7460317460317
42683.0,1.0096291263500692,1.0228193894524753,494.1118946653234,503.12032893657897
73.0,6.506849315068493,13.643835616438356,537.2602739726027,505.7808219178082
72933.0,2.1966599481716096,16.27741900100092,499.7625217665529,499.0308502324051
96.0,5.916666666666667,13.875,492.09375,518.0
70.0,5.385714285714286,11.842857142857143,467.25714285714287,544.5571428571428
54.0,6.666666666666667,14.5,466.24074074074076,506.0
70.0,10.142857142857142,32.714285714285715,489.9142857142857,514.1571428571428
139.0,4.179856115107913,9.776978417266188,519.6546762589928,486.62589928057554
45.0,8.88888888888889,21.466666666666665,560.3333333333334,541.3777777777777
75.0,5.32,10.106666666666667,519.12,456.29333333333335
59.0,7.0508474576271185,17.627118644067796,530.6949152542373,505.4406779661017
182.0,4.032967032967033,6.8076923076923075,493.6703296703297,513.021978021978
181.0,4.696132596685083,9.607734806629834,492.292817679558,496.6353591160221
5542.0,1.1517502706604115,1.2966438108985925,606.9904366654637,592.3870443883075
53.0,5.452830188679245,10.981132075471699,446.49056603773585,573.2264150943396
60.0,5.9,12.616666666666667,504.15,446.48333333333335
54.0,7.7592592592592595,22.35185185185185,474.22222222222223,465.14814814814815
70.0,6.128571428571429,13.928571428571429,528.6714285714286,447.1142857142857
48.0,7.375,15.666666666666666,554.6458333333334,590.75
58.0,6.362068965517241,15.862068965517242,492.2241379310345,507.48275862068965
69.0,8.942028985507246,20.72463768115942,441.6231884057971,479.2608695652174
66.0,7.5,19.727272727272727,438.1363636363636,491.8484848484849
165.0,3.56969696969697,6.878787878787879,561.1636363636363,491.5212121212121
73403.0,1.9425636554364263,9.65468713812787,500.16687328855767,499.0897374766699
58.0,6.172413793103448,12.586206896551724,475.94827586206895,467.44827586206895
333.0,2.3213213213213213,5.927927927927928,582.033033033033,557.918918918919
110.0,5.663636363636364,11.445454545454545,490.3090909090909,527.8545454545455
1829.0,1.3001640240568617,1.6779661016949152,574.4855112083105,549.4674685620557
75.0,6.266666666666667,17.426666666666666,532.56,485.38666666666666
65.0,6.2,15.138461538461538,513.0461538461539,479.7846153846154
119.0,4.319327731092437,7.512605042016807,503.327731092437,452.3529411764706
73121.0,2.2111021457584004,19.08522859370085,499.6643371945132,499.4950971677083
408.0,2.4191176470588234,4.053921568627451,497.32107843137254,513.0784313725491
96.0,6.604166666666667,13.416666666666666,488.9583333333333,512.6875
71.0,6.422535211267606,15.32394366197183,493.1830985915493,476.1830985915493
74.0,6.851351351351352,15.594594594594595,522.6621621621622,452.52702702702703
73781.0,2.141025467261219,17.765847575934185,500.16097640313905,499.69576178148844
55.0,5.127272727272727,9.6,502.92727272727274,460.5090909090909
66.0,6.181818181818182,13.681818181818182,519.1969696969697,522.1515151515151
99.0,3.757575757575758,6.707070707070707,532.2323232323232,494.5959595959596
52.0,9.903846153846153,25.01923076923077,531.25,586.25
76.0,6.75,19.960526315789473,522.1052631578947,483.82894736842104
47.0,8.361702127659575,20.72340425531915,484.70212765957444,509.3404255319149
65.0,8.107692307692307,15.96923076923077,503.2923076923077,508.0153846153846
86.0,6.1976744186046515,15.709302325581396,482.6860465116279,473.1511627906977
73975.0,2.2212774586008788,23.45666779317337,499.45015207840487,498.97342345386954
61.0,9.01639344262295,23.557377049180328,517.7540983606557,479.88524590163934
79.0,4.9113924050632916,9.822784810126583,519.0126582278481,531.4177215189874
85.0,5.5058823529411764,15.729411764705882,506.67058823529413,482.1058823529412
62.0,7.758064516129032,18.64516129032258,469.7258064516129,455.88709677419354
81.0,6.0,17.506172839506174,502.8888888888889,513.7530864197531
81.0,7.444444444444445,18.839506172839506,517.4074074074074,493.65432098765433
71.0,7.197183098591549,16.253521126760564,529.2535211267606,518.5352112676056
62.0,9.661290322580646,31.06451612903226,480.85483870967744,459.35483870967744
188.0,2.8297872340425534,5.122340425531915,539.718085106383,465.3776595744681
89.0,4.853932584269663,101.98876404494382,428.80898876404495,882.4044943820224
53.0,7.622641509433962,16.150943396226417,432.2830188679245,483.41509433962267
1112.0,2.3093525179856114,200.36510791366908,392.5548561151079,689.7185251798561
61.0,8.78688524590164,27.59016393442623,432.72131147540983,514.5409836065573
46.0,9.869565217391305,23.82608695652174,487.7826086956522,395.0869565217391
51.0,8.019607843137255,16.45098039215686,526.9607843137255,487.078431372549
6762.0,6.264270925761609,75.68086364980775,525.8824312333629,497.46598639455783
52.0,7.923076923076923,19.673076923076923,582.0,423.5192307692308
124.0,5.766129032258065,10.951612903225806,502.5967741935484,498.78225806451616
69.0,5.840579710144928,13.434782608695652,526.6521739130435,450.4782608695652
62.0,7.17741935483871,16.596774193548388,502.80645161290323,489.51612903225805
75.0,6.626666666666667,15.226666666666667,487.5733333333333,489.8
72748.0,2.1957304668169573,12.87565293891241,499.65084950789026,499.25691427943036
78.0,6.346153846153846,15.948717948717949,555.6666666666666,501.6794871794872
52.0,11.288461538461538,39.05769230769231,480.90384615384613,420.84615384615387
3274.0,1.885766646304215,135.3982895540623,490.7351863164325,257.31276725717777
1381.0,11.35626357711803,204.19551049963795,366.8233164373642,563.2034757422158
79.0,4.481012658227848,11.544303797468354,489.56962025316454,505.37974683544303
52.0,9.75,29.21153846153846,464.4807692307692,457.88461538461536
69.0,5.3478260869565215,11.927536231884059,558.3188405797101,502.57971014492756
81.0,5.777777777777778,10.061728395061728,478.28395061728395,472.8888888888889
96.0,7.572916666666667,22.510416666666668,450.4166666666667,493.1145833333333
9156.0,4.6440585408475314,207.2425731760594,416.58715596330273,506.42103538663173
61.0,5.180327868852459,11.098360655737705,503.72131147540983,562.0819672131148
102.0,3.4705882352941178,6.970588235294118,469.6666666666667,488.7352941176471
54.0,7.351851851851852,17.555555555555557,481.6296296296296,547.9444444444445
