Id,Predicted
7452475,0.5545257
7071865,-0.0013944302
9302616,1.5690593
7562317,1.131097
5940084,1.8509946
9586548,-0.023514558
2943410,2.633069
9617317,-0.021968704
2280114,1.6743118
7138022,1.5294076
2331237,1.5637941
7698192,1.5641625
8897454,-0.003629217
9972585,1.2997241
2477543,2.5746083
4041492,1.7142133
7837501,2.1579025
5351394,1.3757652
7341785,1.3147483
2155375,5.003459
2161265,3.7135408
9958558,2.2526343
2413326,2.012361
5774192,0.98217785
6564612,2.5367756
4245487,0.8519875
6868720,1.7255797
5330019,0.56975234
3689569,-0.008869642
2497372,1.4883668
4447232,1.060562
8475804,1.0490396
1161299,2.1067915
8687889,1.1679214
6599921,1.6508409
9482384,0.8915531
1237586,1.5285276
4945433,1.1491032
6980721,1.4424837
8562768,0.98372346
9879364,1.3964082
8556360,1.167385
8042027,4.0326886
5480332,1.42336
6855266,1.3598828
3966159,1.3266149
9946972,1.8356129
9374984,1.3482656
7464103,1.624485
5456407,1.3568416
3146024,2.4035387
8737964,-0.01127648
2076518,1.963527
6428828,0.85231715
5470184,1.3154271
7703838,2.5429957
9981103,-0.121043384
6695332,1.7752277
6667335,1.4084383
7515511,1.5060084
7064800,-0.0006966628
3306032,-0.0112883765
2401695,4.3795333
8726311,1.7776142
3040508,0.4543644
4546032,1.4245572
1383977,1.4442445
7812755,1.5122097
8496237,0.990332
8874192,1.2808396
5932645,1.3207908
7128436,0.61414415
3677070,0.923646
9919938,3.5977657
4487218,0.5102199
8273392,1.7869904
8256824,2.0571003
7060222,2.162147
9409976,-0.004505506
3261833,1.3648444
2075338,3.2229855
6619416,-0.012419347
5560751,0.9378818
9711327,1.7988309
3634999,2.0873437
5928635,1.6156764
9811498,2.6433449
1052022,1.6652305
9039662,1.8224558
1016681,3.6399853
1527506,1.6216625
8221997,1.5203223
6272916,1.5499549
6980832,1.6335478
3590131,1.8660932
5651767,1.1599137
1241757,1.8100644
6622069,2.1298506
7753239,1.6971093
5903612,-0.001239296
5905139,2.4565644
9060214,2.0714676
3676297,1.665221
3857616,1.1185446
7203514,0.7430028
2703407,0.00020462833
3463842,2.4398758
2969404,2.629325
9097479,-0.001823578
7362707,0.8206054
3502454,1.9754319
2060968,1.524829
7623344,2.3507576
7185944,1.8718288
6060911,-0.0040745307
1619874,1.7540233
7709597,2.7005596
3186377,1.4160542
5510103,1.8978038
1248091,-0.00609833
3717997,2.5110846
3585028,-0.025970113
1882477,1.5045043
3802349,1.1673441
7887227,2.2381256
5304465,1.861306
1728025,1.7346805
5033848,1.3514606
4654896,2.120576
2028630,0.64492077
8070650,0.847152
5823957,1.119843
9305561,0.75874144
5536098,2.1599443
6001469,-0.005860787
1535667,1.7103648
9661057,1.7154651
9657215,1.6557337
5227838,0.93103397
7388128,2.0415268
6807954,4.0363297
1524169,1.1405118
7803126,1.5849835
1891609,2.6220129
3236327,3.5510216
7929387,2.1770291
7283725,1.8281397
7590161,0.9946618
1408897,1.5426525
7736015,2.2682416
7011183,1.5323611
6779530,1.8284601
3895462,1.3753985
3947441,1.603898
4318520,1.8225089
5019434,1.4967517
7958985,2.0768209
7331487,1.8235873
2386101,1.4475485
6925441,1.8765397
6004588,3.1505759
5539861,1.736736
4163162,1.7284033
3064421,1.3086224
9731216,0.31688643
3199959,2.1011992
5992160,3.861766
5295778,2.0545802
1773067,1.6086652
9191289,0.8397461
1886486,3.3324182
6079346,1.2304024
4111131,1.3406277
2929845,1.4050763
5052527,1.5174142
5884667,2.3653545
3944122,2.0214937
8472618,1.6859301
3632867,1.6630679
8641692,1.79847
4742705,2.3168619
9702850,2.1276424
2679287,0.91446835
3250813,1.9304935
5704361,1.9528672
6339778,2.0929105
3033142,-0.001260154
8043868,1.3829163
7334375,1.7919133
1007209,1.2740372
5929130,1.8529627
3167631,2.2837477
5951817,2.3840873
7842103,3.1679697
3257020,2.0760057
5537353,-0.004202945
7243753,1.6758355
2824400,1.885725
4952281,1.7094883
6640650,-0.0020109043
3957438,1.8108071
3043969,1.5708612
5249918,1.3845823
8129207,1.0478382
1301242,1.2152425
3047101,1.7742763
9418197,1.9220035
5210357,3.0329895
1517072,1.1581732
4817568,2.3139436
6182307,-0.0018303785
5292511,1.6337512
1833420,0.80872774
8511135,1.3870485
8197308,0.00074745156
8422151,2.4044983
6362321,1.1549374
5393346,2.8000188
3377595,3.8350399
2667640,2.1961145
3585120,2.884614
7714224,1.675261
4247052,1.3485006
1823030,1.4194429
3564530,1.1902672
7074776,1.7363095
4245604,1.826527
7683860,-0.0042854566
4905335,1.6145489
3053259,1.1592015
3366587,1.6157069
8032450,1.5476018
7429610,1.7229153
2034623,1.7215167
1603585,3.059926
4721635,0.0017407183
2900156,2.3598545
4751829,1.1648629
3237608,1.2970208
1055804,1.4713744
7562405,1.5960201
6976543,0.90418446
5632933,1.3328288
1082972,1.9237055
4387691,4.5078187
3121016,2.2015135
6616536,1.8201529
3667430,1.4613477
2928637,2.2478578
2127303,1.9000943
3001888,1.7485679
1554410,1.6482024
3111136,1.4231366
2288150,1.691647
3145803,1.6247492
8097798,2.8759372
2081584,2.1539345
1302820,2.026569
1474713,1.232764
5988496,1.0599766
8696222,1.4233532
5492987,2.0656035
3790962,0.6735635
6947798,1.9200958
8374408,2.2909675
4065995,1.7681104
8727034,1.7420853
9320506,1.3206725
2800638,2.7596211
7298100,2.8695624
6780965,1.8753264
3155206,2.445157
1817178,1.7592462
9304766,1.4725825
1079608,1.9348861
3025532,2.797086
4858813,1.4097296
4243056,1.1080661
7951954,1.4345036
3980986,2.231666
3301421,1.3960681
5999090,1.7627635
8434626,1.4189095
4871896,1.7920041
1000956,1.4703966
8337945,1.6024817
3909790,1.864526
9296341,1.8435189
8866800,-0.0003247019
1337336,0.6747817
9426274,-0.0043491814
9171210,1.9998012
6971772,1.6953878
9104863,0.83761513
4373525,1.1585915
1914315,0.8369968
3024917,2.194655
4814304,2.7794228
5204663,1.6932212
4029320,1.422364
8028881,2.1155157
4349026,2.1639698
2385483,1.7098243
7105849,1.3532838
6187658,1.3438509
9339186,1.0018864
7208336,1.2833178
3611313,1.404215
7233632,1.3098273
5702194,1.6512668
1706364,1.5949136
3881051,1.6413604
9871827,2.8743517
2922817,1.8683993
8784456,-0.0018756259
1358770,1.3501936
8473188,1.1521924
1121365,2.3668191
7107389,1.4148105
1257748,3.9243884
7829069,1.3512071
1156727,1.9142038
4247037,2.2114556
2147987,1.4185901
1856370,1.7683408
3028871,0.7201794
8362896,-0.020853996
2310227,1.733332
9499671,1.3544967
1982436,2.211132
8861810,1.9610729
1615248,1.5083722
3179609,1.7339306
3557389,1.4455937
4868718,1.7757883
2274525,1.2089016
9843709,1.968311
5500115,1.6693181
4904034,1.4535688
3455373,1.7498972
8856793,1.1548429
1485872,2.2259388
2881967,1.7197809
5716082,2.70642
7810123,1.4507499
5993573,2.6834307
5695430,-0.0043799486
4730682,3.2218854
1921086,2.4917045
9107418,2.1769009
9373327,1.5279331
5656947,-0.06927654
2283459,0.30838177
6167219,1.6027243
1963808,2.1708555
7427961,-3.8528815e-05
6815409,1.6379241
5461711,2.0826135
1254366,1.9939193
7102864,1.2412025
2402696,2.0884006
3753533,1.3052976
6478395,1.3578227
4428880,1.621018
7488329,2.7963114
9780636,1.4633884
9135671,1.4966389
1908916,-0.017907657
3165652,1.859926
5903910,1.7555277
3667180,1.5105478
2235146,1.6873771
5020707,1.321886
5884511,1.1621196
4920846,1.7935449
6707439,0.11260371
4668969,2.8494089
3730196,1.7370803
3994345,-0.060164142
1997149,2.3575654
6545487,1.9053168
5527679,-0.0009616595
7701215,2.0475316
3918896,1.8452988
1664358,0.40378657
6715410,1.0766664
1103912,1.6534888
4851158,1.3836224
2152684,2.0300162
1594764,2.0823894
7577229,2.628969
2721313,1.4764638
1519045,1.5972836
8190297,1.974473
1266214,1.268432
9712990,1.5652051
2870353,1.3174044
3859873,2.1798942
7332885,2.3474226
6038131,0.98596996
3045907,1.291728
9896933,1.3498554
3647164,1.9432142
4877227,2.5887327
5604508,1.0720645
5338593,0.45874107
5411364,-0.0015660413
8671153,-0.003424611
2095436,2.0380573
5336825,2.7648
5568386,1.4940664
8860939,3.078703
6760835,1.7069218
9930767,1.5988833
1051472,-0.0043650344
5081373,1.2587558
9571052,2.4113042
9946736,-0.008584227
8523812,1.5028119
1205744,2.2827423
6630608,1.4850383
1155461,2.6606443
4831219,0.007019831
1954287,1.6120054
9090825,1.0439011
1869385,2.2009304
2334742,1.7549368
8421124,1.7202489
7823213,1.81622
8218313,1.1538008
9172983,-0.011890354
4657263,3.493224
3262380,1.5712526
9022948,1.941677
1474472,0.9420159
5379219,-0.010742061
7224311,-0.05580641
3753101,1.3647997
4233080,3.1298094
3369815,2.4332778
4204576,2.2800822
5113367,-0.01948458
3177373,-0.044656616
6099480,2.3066149
4697007,0.8905593
7994823,2.7369974
8346307,-0.0014168173
4208513,1.5215737
6710259,2.505849
3783311,1.903124
1907401,4.279909
1832742,1.3088673
8875814,0.91986257
8851651,2.1884577
8493161,2.3977082
6978995,1.9133213
9617239,2.229842
9952702,2.2900236
4258995,1.6395628
5338184,1.2998891
7597042,1.6057642
9477831,1.5611722
2735861,1.7760501
2551405,1.813056
3229688,2.2256076
4414071,1.6307402
8637753,1.3523247
3265979,1.4137129
5355298,1.3841172
2548602,1.5056256
3990644,-0.013438486
1759709,1.2451149
7092740,0.56406254
5318639,1.7793436
1689425,-0.022653777
4172910,1.5905651
1390236,1.8270621
9358155,-0.0026883595
4409258,2.4322293
7653472,1.4317694
7432350,1.3707244
6870045,1.238886
1755030,-0.00079182535
3870403,1.4920163
6680110,1.4682087
6967726,1.6392717
5495402,2.27006
7850956,0.48632383
4033912,2.0528083
8493226,1.8086594
7376468,0.002803944
4474952,-0.009705145
9536726,1.3889718
6313730,1.5332428
5289087,3.9628665
2901355,1.154542
3370299,2.9433932
5798117,1.0321645
5642857,1.4697493
7873642,-0.0011502523
2711789,1.7666113
3736713,0.5119374
7197972,1.4365218
3411077,0.7778775
4400864,1.4819783
2203981,3.6453805
7596255,0.82593155
2113110,1.5485575
5224761,2.677743
5867953,1.4467026
6639513,-0.008391097
8196563,0.9391968
4246435,1.0787848
7853386,1.4334986
4789919,1.6709182
8557873,1.1746001
4504972,1.4215285
5160186,1.4258703
6012285,2.699576
1987858,1.641454
8419345,2.3595545
2510364,1.3416396
9692305,1.3691516
1194077,1.3646705
8143283,1.9579346
1967089,0.8816121
9356717,2.1263454
2532657,2.567779
5479380,2.8085313
8668951,1.4594241
3916395,1.2685597
5130467,2.4856822
6572469,1.9266262
3226653,1.8037306
5873854,1.3726588
1537945,1.8987434
6913492,-0.00033814646
4298499,1.6769261
9353457,1.6278156
3313186,1.4644872
4429889,1.4259142
1225942,0.0032354482
9331904,0.73709214
2612410,2.1032546
7717077,1.589773
1257455,1.9008695
2129391,1.9988407
2471279,1.0379277
6507047,1.0111886
2950521,1.390116
2268401,1.5582709
1498557,-0.01051118
4596635,1.4429075
3035109,1.9936304
7969249,1.4185024
5246214,1.542335
1152380,-0.0034884885
5546304,2.4693024
3334562,0.7263658
4842800,-0.002145134
4627646,1.4636943
1391525,1.5535759
3218650,2.059933
9159969,-0.010135042
4147768,1.0933965
2445360,2.3086815
9754665,2.1877086
8085983,1.6718247
8021811,0.0038837586
1262087,2.6452074
9330507,2.51223
4278491,1.7458563
1524124,2.2741117
3106339,1.2456089
5424915,2.1468492
6531401,2.0157323
2695295,1.334042
5183711,0.5669985
6690065,2.0375323
7488080,1.3200767
2645020,0.000817094
7435358,1.1548401
4549753,1.0308195
1392832,1.470488
5965773,1.543895
2298515,0.46271718
9653619,2.3893445
7170640,2.6040993
2950081,1.4600452
1566207,1.7456834
9216511,1.141612
8822052,2.2186818
3263316,-0.0009822585
8666513,1.2791343
8682433,2.0364053
8738596,1.2708623
7646783,2.2846758
8232378,1.4239337
3133486,-0.011746189
4764970,1.3426746
2905923,2.5675135
5895414,1.7805221
2345851,2.088749
8797996,1.449907
9151055,1.6222743
9780446,3.9452496
3021730,-0.0014288463
3217069,1.9759059
3044370,1.5949043
7147944,-0.004779635
1290640,-0.005901171
7138945,1.271034
4761041,0.77765
7807946,1.6086636
3594149,2.9719398
4612888,2.120371
3071936,1.6617846
9572463,1.975663
5825753,1.8212677
9968166,2.620377
3265413,-0.0043713935
1641635,1.9666824
6256837,2.4553852
7119274,3.1805148
7915207,2.5030038
8240481,1.7905898
1193117,-0.0016997568
1322220,-0.003259074
9628036,1.3296304
1554437,-0.011123398
4244837,1.7821903
6297115,1.9573617
3180783,1.786045
7371004,2.2666383
7558008,-0.030770473
5323076,2.4853628
6542934,2.0817914
1925134,1.9800552
1545330,1.4473472
7710890,1.6551558
1324193,1.4376704
5391334,2.514893
4222541,1.6731824
3418879,1.9613446
2790800,1.5715603
4379130,2.4789195
4217419,1.2523602
7291217,1.0236536
7790075,0.0037896167
6021362,1.3188171
1908922,4.579413
4398442,3.8824396
8547727,2.5697715
6238846,1.8674691
3783699,3.2464604
2431592,1.5093964
3266105,1.318054
5110356,1.9122238
4170565,1.7535723
7004933,1.5156264
4404226,0.84332687
1651650,1.9966481
1792670,1.5910126
8510664,1.478029
5728231,0.00019628182
4233798,1.155601
3367076,1.6868862
1234936,1.6318494
3357680,1.7462451
3892464,1.5693954
6812522,0.17192404
9162943,2.8189209
2138932,1.8265686
3189024,2.394363
5013517,2.421707
5651183,0.098657906
2882173,1.582207
6231992,1.0062314
5335802,2.5136395
7632073,1.3640614
8327326,1.6321193
4248068,0.36169747
2466353,-0.030582536
2846336,4.7906866
4156324,-0.029655285
2222704,2.4267175
8978076,1.5091645
7549000,2.0637736
9161413,1.2323954
4396508,2.8186796
3796359,1.7261809
2578851,1.7201556
8959034,1.1453688
3100631,2.6537278
2824799,1.7558688
2852303,0.81941515
1328947,1.7275287
6603021,1.0770438
1377303,1.4478219
9686926,1.8842955
2005533,3.5838614
9686311,2.5708988
1627681,1.5089822
5334968,1.514802
6221138,2.6081464
5170106,1.9443313
5576595,1.0294474
5439127,2.2397017
4875479,1.5774347
3464120,1.6042056
4987278,1.5811336
8180183,1.6132888
6839727,2.1235006
3122398,1.5170577
9786952,1.9008759
9544768,-0.06882051
2215604,2.204113
3320238,3.4179628
9687697,1.4566207
8472746,1.5868107
4746289,1.2878324
6689624,1.5675488
5477192,0.008709144
2914841,3.2022688
5382435,2.6842592
9422232,3.136687
8279852,0.6222068
2403915,2.4319255
8823595,-0.038563803
5200757,1.7348143
9159546,1.8567433
5759774,2.165677
6192433,2.574661
4593614,0.8984125
3634533,1.5547326
2951152,2.4013526
7372069,3.6850445
5778133,1.6354346
7083878,2.336814
7872174,-0.004457906
8548563,-0.015584964
5321289,3.7752147
3748563,1.6213208
2830932,1.8322662
3345078,1.4575145
8598769,1.6213157
7095833,1.582373
9070987,1.0409573
2488845,0.00078053214
2267839,1.6416556
8857357,1.2995908
6528210,1.2646908
8535581,-0.020448856
8927047,1.5665596
1490858,1.4127723
8353334,1.4390439
6864281,1.4650491
8740019,1.6218007
8969723,1.4878471
7158815,1.6055181
1589589,0.0031245602
3966339,1.7478281
5935665,0.8180003
5055625,2.3567889
1405699,0.26512656
6022566,1.3116288
6051847,2.4720178
3348185,3.1400433
5428331,1.5706525
5804656,1.5073937
7312243,1.6312585
6688311,1.5847094
8678132,0.83839077
4882142,1.1600112
4413077,1.2557807
9148405,1.2136372
6251115,2.6510036
7258992,2.2564566
6478640,1.9119163
8289757,1.6799629
1366508,2.3066106
1934709,1.2127149
1272518,3.0642436
6273878,1.900792
8364505,1.6309767
3884759,1.2808547
6784688,1.5195291
1416067,2.816696
9344118,2.6780837
5285000,3.056181
5211460,2.664811
6055596,2.8311613
7308594,2.0378494
9861109,0.77264935
7637034,-0.01110284
7541606,-0.0036772192
2282035,3.5379226
1299556,1.4581963
4706564,1.1795839
7820130,1.4795659
6816578,0.00078466535
2000194,-0.0051373504
9846306,1.6357042
6918221,2.8749008
4586557,0.7874813
7823146,1.4446129
1789451,2.0350819
1043763,2.5928826
5633721,1.4746523
8732694,2.2362914
3480304,1.4219939
3307608,1.1386309
8330690,1.3693571
2613250,1.2376258
9876924,1.9654917
5318987,2.143441
9642197,1.6343427
4610211,1.1958388
7389357,1.8491087
6365610,1.4423378
7002272,2.2665098
7889552,1.5452087
7560781,0.0009867102
6042516,1.30227
4859800,1.5967623
9701938,1.524259
2153629,2.216363
9420379,1.8958288
3524895,2.0731452
5919321,1.7755784
2029695,1.5127294
5281921,2.2767763
6876919,0.43610767
4661524,1.24259
5358281,0.45720935
1410742,1.0779557
4966725,2.7975073
2637888,1.9684579
8638703,-0.00631427
2001656,1.248608
6617105,1.8368337
8902640,-0.001346536
7549869,2.8884265
1646852,1.5336162
9179723,1.7422589
3015126,2.3417914
3054568,1.6682907
4265486,1.4641559
3145882,1.7479908
9920079,1.7344767
6141959,2.173697
1216162,1.3634148
8473067,1.4516013
8589609,0.59322786
8154471,-0.011073101
8220067,1.2560049
1453862,2.4545527
8603517,1.9547311
4423552,1.5008564
